,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS11,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22,SBS23,SBS24,SBS25,SBS26,SBS27,SBS28,SBS29,SBS30,SBS31,SBS32,SBS33,SBS34,SBS35,SBS36,SBS37,SBS38,SBS39,SBS40,SBS41,SBS42,SBS43,SBS44,SBS45,SBS46,SBS47,SBS48,SBS49,SBS50,SBS51,SBS52,SBS53,SBS54,SBS55,SBS56,SBS57,SBS58,SBS59,SBS60,SBS84,SBS85
AC>AA,0.0008861572308774,5.80016751463797e-07,0.0208083233293317,0.0421964976906917,0.011997600479904,0.0004252330064258,6.70435065427006e-05,0.0023293861135836,0.0048304059473158,4.03937995517688e-05,0.0440982184319753,0.0005579536898437,0.0021901700667056,0.0001819974520356,0.000146207934878,0.0045205921975778,0.0018199198507297,0.0011204916044865,0.0009442021536811,0.0159950367400995,0.0020702613912032,0.0006079583062193,0.0515338577445382,0.0012693821916873,0.0006192833964678,0.0001569926307659,0.006012763466089,0.0008355228714662,0.0364134001312483,0.0098984657378106,0.0008731179582361,0.0052078184448534,0.0007839051474771,0.0632092620531687,0.0017996807366373,0.0095349845981014,0.022297772452532,0.0031113596641732,0.0048679502375896,0.0088269485238952,0.0251937771370472,0.0039508217709283,0.0127948692574278,0.0117015211977557,0.0282037510988962,0.0021101932937057,0.0011602522388367,0.0295062922168152,7.68194564478318e-18,0.0091081355646499,0.0044,0.0677878741050801,0.0008554679752011,0.0251166272072112,0.11900027370063,0.140963913238211,0.0151962769121565,0.0053835095098494,0.0021603575391724,0.0058811258823966,0.0125974817382056,0.012306325451282,0.0588746191516837,0.0035882082282212,0.0061527065694672,0.0034719948319861,0.0060802573900243
AC>AC,0.0022804046121903,0.0001480042745114,0.0165066026410564,0.0332972363293847,0.0094381123775245,0.0005242872832168,0.0001791162338976,0.0004608785400695,0.0011500966541228,0.0007648825905223,0.0477980689580141,0.0040896605581736,0.001770137451173,0.0065399084412818,0.0005527861647444,0.0011301480493944,0.0007209682485583,0.0131057500167623,0.0004971064304867,0.002899100409143,0.0009181159213162,0.0001289911537866,0.0158103874245379,0.0006406881770642,0.0013906363830216,0.0023598892267996,9.54438660008139e-05,0.0003992498511557,0.0265097555900571,0.0069989151681489,0.0005280713424383,0.0047380152454137,0.0025296939070372,0.0512075034354784,0.0005059102515213,0.0184902741158151,0.0187981220676054,0.002230974936047,0.0069570705654257,0.0461840341793842,0.0083179454674695,0.0014503016627458,0.0100959515234391,0.0071509296208507,0.0134017824370641,0.0012201117622374,0.0206044794138246,0.005901258443363,0.0001500380008746,0.0028494167243965,0.0047,0.0296946882141722,0.0008414603124493,0.0070346569428962,0.127000292100672,0.0016895674707274,0.0065383980924673,0.0019612785574916,0.0007961317598061,0.002050392527026,0.0156968621658593,0.0014307353979945,0.0067470913289281,0.0023688171311655,0.0007793428321325,0.0050073089969799,0.0008799368730035
AC>AG,0.0001770314106831,5.23015105199251e-05,0.001750700280112,0.0155987053074595,0.0018496300739852,5.20285090215183e-05,7.12462338185117e-05,0.0001859509944749,0.0003770316857428,0.0002499616308896,0.0046198133595402,0.0004259646449344,0.0001500116484044,5.34992510104857e-05,9.42340183015521e-05,0.0005400707492681,0.000263988373952,0.0004131812791544,4.61098721236217e-05,0.0010196835921813,4.76060107349153e-05,5.81960089177083e-05,0.0024315975595966,0.0002458803300433,2.18099806833603e-05,0.0002939862002877,0.0007653517556669,9.8561680047216e-08,0.014805448405013,0.0014497752848308,0.000114015403481,0.0007826721386411,0.0003529572921676,0.0192028137883044,9.12838062527708e-05,0.0016591272990407,0.0044595544905064,0.0004141809970957,5.19781134198478e-05,0.0013895196430593,0.0022394468566264,0.0010602205258693,0.0018992384053994,0.0026703471451288,0.0029203884116587,6.14056247552276e-05,3.34072627389194e-05,0.0006261335229737,9.16232058674661e-07,0.0016596602675432,0.0003,0.0013797531897494,0.0002581412135694,0.0071147099379789,0.0057700132710305,0.0047987715144922,0.0041389859484426,0.0381248535920567,0.0016402714649272,4.49085972992533e-05,0.0002059588284182,0.0033317125002251,0.0008246444957578,0.00014192912769,2.23098140648973e-16,0.0004526419719981,0.0003060113490012
AC>AT,0.0012802271507033,9.78028246433782e-05,0.0122048819527811,0.0294975517032086,0.0066086782643471,0.0001800986850744,0.0002481610391431,0.0007098129358988,0.0019601647322441,0.0040493784204124,0.0469981012767084,0.0030497468710097,0.0170013201525098,1.62997718031947e-05,0.0002663788402573,0.0012201598409391,0.0003479846747549,0.0826362558308832,0.0011102377018919,0.010596711840316,6.18078038533145e-05,0.0004559687296645,0.0214140690433615,0.0005707222294909,0.0012405677085948,0.0006209708516282,0.0017207908754863,5.6135129448211395e-18,0.0220080989804248,0.0049692297693857,0.0006190836381995,0.0027188610690981,0.0039695196881177,0.0356052172324811,0.0005559013830946,0.0062766984566118,0.0145985416056936,0.0019008306629997,0.0012294822982002,0.0215925354604913,0.0178955797917914,0.001850384880055,0.0088464525725184,0.0074009621250762,0.014801968661832,0.0013301218391604,0.0079717330547661,0.0020704415216544,0.0057814643003706,0.0096380270958534,0.0034,0.0118978717087087,3.8921291503304e-05,0.0079752796351184,0.0832001913604401,0.0211945741890076,0.0092377367544951,1.71111547617892e-05,0.0004140685283413,0.0011702240276197,0.0229954031729149,0.0086444432438273,0.0055775954985805,0.0144927630387766,0.0004441954011127,0.0092959483649628,0.0027172792330108
CC>AA,0.0003120553679839,0.0002080060074215,0.0225090036014406,0.0806933024558961,0.0074285142971405,0.0018209978157531,0.0004552954548795,0.0011396996435559,0.0001090091611299,0.0144977745916002,0.0400983800254469,0.0047996016330644,0.0031802469461753,0.0005209927061021,0.000618880162703,0.0054207101130248,0.0013999383467152,0.0163071546010096,0.0418089512964726,0.0103967738810647,0.0002950372514033,0.0002709814160944,0.0740486499630257,0.0013193578685253,0.037617214389649,2.21989579809124e-16,0.0018308414547325,0.0001510945551992,0.0254093506410359,0.0147977063555149,0.0014101905167388,0.0050678770662969,0.0020297543997176,0.054207943089901,0.0007678637809652,0.0106943747588768,0.0012398761363739,0.0027011804158417,0.0019491792532442,0.029889667142069,0.0557862208034616,0.003220669899339,0.380847280240623,0.0101013131707122,0.0208027667679801,0.0023802180279713,0.0116025223883672,0.0066314141490672,2.84071948322711e-05,0.237951291370656,0.0156,0.0245956003390114,0.0011806458605115,0.229151698424357,0.022500051750119,0.0069782135773242,0.0573859404445911,0.334217876633778,6.32104613313428e-05,0.0062511967287379,0.002479504342123,0.0087044740996872,0.0061773369500408,0.0022288870052739,0.0011805193092636,0.0,0.004264235123017
CC>AC,0.0017903176560617,9.53027524387928e-05,0.0253101240496198,0.0796933854490077,0.0061387722455508,0.0040922423441925,0.000240155844332,0.0015495916206243,0.0030902597054256,0.0032195058058588,0.0387984325433252,0.0019198406532257,0.000202015686518,0.0031799554806232,0.0009874042725327,0.0042805607534587,0.0009679573711573,0.0197086469717724,0.0050510814365355,0.0090271988601936,0.0011601464800945,4.10971815552889e-05,0.0196128856658825,0.0007666268826961,0.0989452793387309,0.0025998779617284,0.0044320369641887,0.0006303945018248,0.0349128479280375,0.0078187880878463,0.0015102040285642,0.0022290662441503,0.0001089868125956,0.0369054077493975,0.0003879311810084,0.0115939016077543,0.0049195085410967,0.0019108350349102,3.66845531251618e-05,0.0329885958424173,0.0201950118320775,0.0008141693472242,0.0694721416711899,0.0090611779531339,0.0147019553600629,0.0009190841881116,0.0328071322705556,8.20174902297915e-05,0.0303076761766836,0.150969096625921,0.0072,0.0052690574709995,3.5719540017171e-05,0.0286189457420813,0.0028900066470152,0.0031691886876959,0.0189953461401956,0.0035523157546404,0.0025704254054042,0.0037507180372427,0.0066786649215248,0.0039420262014675,0.0018292114269538,0.00592704033241,0.0002531113434268,0.0052185718009791,0.0003062348650012
CC>AG,9.32165394105874e-05,2.23006440649012e-16,0.0025110044017607,0.0244979666687665,0.0034593081383723,0.0016509046131827,2.23144805358541e-16,0.0004078925040094,0.0019101605298909,8.50869391548397e-05,0.0034098622415654,0.0013698862994371,4.64036032397914e-05,8.37988268164243e-05,9.21310274574154e-06,0.001170153290081,4.32980931519775e-06,0.0013806057269566,6.62141764551791e-05,0.0017394602454858,2.22028033259479e-16,2.22984707708745e-16,0.0120078891831934,0.0002358851946757,0.0074334016732737,0.0019799070631624,0.0001360625343407,0.0001300814051384,0.0160058901675817,0.0012798016307472,0.0003620489128081,0.0002658886192573,2.2197314124990799e-16,0.014802168961818,0.0004069278110063,0.0003288270369785,1.65983418256516e-05,0.0003711621978804,0.0002978745730598,0.0021992397228278,0.0070982467330569,0.0007471554083249,0.0509795571975638,0.0057407462970186,0.002540337864936,0.0002610239097901,0.0018804088008733,2.56054603644227e-05,0.0037409474884751,0.0678861037145696,0.0045,0.0002709515321899,0.137074985500068,0.515341155845169,5.1800119140274e-18,0.0042988994817326,0.01359666881614,0.0677441624194813,0.0059309815774503,0.0006411227364993,6.718656927042969e-18,0.0010705502628351,0.00145937086522,0.0008145932328691,0.0003791667950939,6.92312979997231e-05,0.0001572568400006
CC>AT,2.23039573911599e-16,0.0004210121592521,0.015406162464986,0.0689942734753016,0.006488702259548,0.0096052632039726,0.0003722415587146,0.0014896074288582,0.0135011346353547,0.0001169820432563,0.0329986668538591,0.0030597460410785,0.0173013434493188,0.0083298833816326,0.000150213631724,0.0011001441188795,2.21990223550554e-16,0.260114122470092,0.0287061459858556,0.0024892275926779,0.0001370172998042,0.0001819875192959,0.0363238647791599,3.4383265664601e-05,0.252115373037009,0.0190991034880822,0.0001100505792462,0.0005803631921561,0.0171062951166029,0.0125980473026681,0.0071409647443369,0.0030987019537515,0.0002029754399717,0.0519076060215103,0.0002969473215451,0.0278853323152022,0.0026697332936439,0.0025311060933628,0.0006197390446212,0.0824714896060432,0.060485060190133,0.0017703682365932,0.183926245575524,0.0060307840019202,0.0147019553600629,0.002650242762237,0.0211045881374611,5.2211134024330695e-18,0.0867219645055601,0.193960296327342,0.0083,0.0006818780256587,0.0008454625018069,0.0490324594881812,0.001150002645006,0.0050687024121824,0.0187953951281936,0.004923209440234,0.0055309153664925,2.84054379353852e-05,0.0712857498360363,0.0082142221101646,0.0019591554081035,0.0020189918164364,5.41238090094594e-05,0.0056403811799774,0.0008608506810034
GC>AA,0.0015802803891494,8.62024896141022e-05,0.0071328531412565,0.0315973774176743,0.0101979604079184,0.0004272341029266,4.06263636661738e-05,0.0007458034509585,0.0010500882494164,0.0001679742159578,0.0241990223594967,0.0077193592931786,0.0012100939637962,0.0007309897661432,0.0001652349948964,0.0019802594139832,0.0009489582078805,0.0020809129797607,0.0022904903939933,0.008607329145766,0.0017802247711796,0.0009979315618534,0.109071660080673,0.0008136040189239,0.010804944558729,0.0021398995531149,0.0022310253792643,0.0003372110271666,0.0622228980264737,0.0134979078242872,0.0004960670186542,0.0107954777743603,0.0001559811262837,0.0971142301481436,0.0009428327414716,0.0130931130225501,0.0045095494960053,0.0044119280125414,0.0028088172828802,0.0098665891201411,0.0676832822292894,0.0020404244082769,0.0119951899288385,0.0068808945162871,0.0142018888512172,0.0030902830699292,0.0077116765184751,0.0093019836480129,7.68194564478318e-18,0.007548454831296,0.0072,0.0110980147871149,0.0007524115992412,0.0078852200156503,0.0142000326600751,0.0039389916181457,0.0082379816944848,0.0004322818045083,0.0051908590871783,0.0008551637124913,0.0002169566299357,0.0018909719595872,0.0027388192950019,0.102948592620275,0.0005172275278722,0.0027034723889891,0.0014397030980057
GC>AC,0.000339060159444,2.23006440649012e-16,0.0109043617446979,0.0347971118397173,0.0076484703059388,0.0009135005526278,0.0001380896104909,0.0002149433538285,0.0007420623629209,2.21965928230017e-16,0.0261989415627609,0.0066794456060147,0.0004410342463092,0.0025499643004997,0.0004055768056549,0.000417054634157,0.0004509801388346,0.022409832089731,0.002490533223163,0.0042486816340889,0.0012801616332078,2.77980936067404e-06,0.0173113735724371,0.0002718676819991,0.0056525867367424,0.007069668149777,0.0017307954735996,0.0005413387706146,0.128047121340653,0.0064689973054176,0.0006660899887574,0.0123948078150063,0.001019876594932,0.0903132335981191,0.0004939123799437,0.0214886969454067,0.003619638398124,0.0009684232009388,0.0004678030207786,0.050182651857253,0.0191952587710835,0.0006291308592187,0.0062774827294255,0.0069509036174702,0.0102013567804518,0.0007230662328669,0.0268058275869174,0.00169036046937,0.0046711830938981,0.0057288273090498,0.003,0.0034793776089333,0.0003461893794381,0.002481642847565,0.0075800174340401,0.003279160534903,0.0073182070392753,0.0034422439988628,0.0091315112651132,0.0001920367635068,0.0073385330125737,0.0007523867267775,0.0010795346126285,0.12893561600015,0.0008663811201883,0.0102288587999591,0.000504268015002
GC>AG,0.0005871041698928,1.39004014574944e-05,0.0014305722288915,0.015298730205393,0.0023395320935812,0.0003571957253977,4.25275974338026e-05,7.28807929958139e-05,2.22018658448056e-16,1.81972067287671e-05,0.0027398893084719,0.0001709858081779,1.05008153883149e-05,8.51988072166987e-05,1.39197965397617e-05,0.0004470585646719,0.000163992777758,0.0011104872151607,0.0004040865149228,0.0013595781229084,0.00010601338525,9.23936636425472e-05,0.0075649701854118,0.0002049002750361,0.0015707187923337,0.0016899206751235,0.0005152368028345,0.0001190745170113,0.065924260127727,0.000657898025806,0.0001290174302548,0.001629317478908,3.94952210782495e-05,0.0230033706839063,2.2196062418527003e-16,0.0009714889967876,0.0008769123964515,0.0003421495193399,0.0002269044566597,0.0005068247906698,0.0048288072846007,0.0005061052698961,0.001369450850209,0.0045305889765669,0.0025503391951129,0.000220020153846,0.0010602304941094,0.0001770377533008,0.0006051532701945,0.0020895722645574,0.0004,0.0007828599620099,0.0007394044838288,0.0068345244551893,0.0002440005612012,0.0042789046004222,0.0040390104424416,0.0508331381227422,0.0056409335745059,7.72147819933709e-05,9.78804335055814e-06,6.57337871666036e-18,0.0027288236041442,0.0120939608806343,0.0003901716361125,0.0007636013419969,0.0003622827050014
GC>AT,2.23039573911599e-16,5.12014787499076e-05,0.0100040016006403,0.0211982405460347,0.0068186362727454,0.0012306743480089,2.23144805358541e-16,0.0001469612698269,0.0003630305090839,7.39886427433388e-05,0.0268989132839033,0.0085592895789649,0.0111008619819329,0.0027999608005487,2.22316174951589e-16,2.75036029719893e-05,6.14972916592752e-05,0.126055305504737,0.018203897454445,0.005798200818286,4.70059349693492e-05,0.0005339633807913,0.0623409580094122,0.0002728671955359,0.0024911399954847,0.008899582253609,0.0005512533560424,3.0919349375218e-05,0.0544200265697777,0.0104983727522234,0.0008171103916139,0.0074068972507416,0.0001579808843129,0.0846123982547163,0.0008618471083229,0.0035081547106222,0.0032696733596313,0.0031913946394574,1.34943179070759e-05,0.0228920862057987,0.0689829612085815,0.0012902683758221,0.0090863563710951,0.0058907657995539,0.0108014365910666,0.001950178636363,0.018103935795642,0.0013902964807245,0.0113028627325586,0.0069885694398356,0.0024,0.0014097478243091,1.99108920543894e-05,0.0058438686410403,0.0020400046920107,0.0034491170260413,0.0042089688026433,0.0011407436507859,0.006731113999366,0.0007381413097293,0.0156968621658593,0.0019510028154471,0.0003498491800184,0.49875094871376,0.0001330585323153,0.0101791659889593,0.000762947056003
TC>AA,6.58116769658439e-05,0.000639018455492,0.0084133653461384,0.0397966968741594,0.0078584283143371,0.0003561951771473,0.0003902532470396,0.0028992359353615,0.0025202117985995,0.0113982503685684,0.0297987961286364,0.0169985891171033,0.0940072996668187,0.0004459937560874,0.0001802563580688,0.0034804559397281,0.0789965209932153,0.0003471523096043,0.0172036833085964,0.0107966497995672,0.0001900239924292,1.23991496663159e-05,0.0738485184766392,0.001379328680731,0.0017107828884654,0.0014599314708167,0.0007843604920821,0.0021313337918839,0.0298109704371209,0.0069389244667076,0.0009381267409226,0.0070770354298584,0.0142982699093409,0.0452066241266333,0.0006958765514997,0.0018590221543468,0.0097290280700958,0.0119052025735246,0.0042682027750528,0.005268178790592,0.140965181600145,0.002000416086546,0.0176929051450368,0.0059807775010751,0.0260034584599752,0.0033103032237753,0.0051011089810924,0.0063013437615571,0.0008532160983072,0.0639869018811849,0.0123,0.0168969774686704,0.124067870087653,0.0329217942277788,0.0190000437001005,0.0356908631390364,0.463886347844778,0.0026717417084197,0.000669110737827,0.0017403331692806,0.218956230211668,0.0143073539799457,0.0073668241621037,2.36881713116555e-05,0.0020208889870445,0.0020835643269916,0.0019443873300077
TC>AC,0.002530448977562,0.0001700049099118,0.0168067226890756,0.0468961076230673,0.0091681663667266,0.000498273028706,0.0006364129874799,0.0035190725836113,0.0142011934682991,0.0077588090228149,0.0250989860009656,0.0024597958369455,0.0099707742306189,0.0037999468007447,0.000939335910381,0.0028803773294301,0.0293987052810194,0.0243106660616279,0.0058112441873805,0.005868179104024,2.59032705469392e-05,2.22984707708745e-16,0.0436286640322692,0.0011294502965406,0.0033715428854552,0.0002359889226799,0.0017408000717129,0.0006644157923995,0.051919106231093,0.010198419245017,0.0006300851245003,0.0062673745967814,0.0004519453146169,0.0411060232655891,0.000242956899446,0.0093750687138565,0.009289072021705,0.0051122340462782,0.0012194865071579,0.0230920170896921,0.0771809363087318,0.001590330788804,0.0114953903484703,0.0078610219328512,0.0210027933715184,0.001720157566433,0.054011742152744,5.37114539675586e-06,0.0022205624129451,0.0641868609495636,0.0071,8.10854954265781e-05,0.0037920744163887,0.0051133850609103,0.0008860020378046,0.0028592680273849,0.0467885368084819,0.003642374463913,4.05067038594839e-05,8.281585426232009e-18,0.0131973618209773,0.0007093646134112,0.000428815137794,0.0201899181643646,0.0001630717350931,9.06438599996374e-06,0.0001694275680006
TC>AG,2.23039573911599e-16,8.53024636204515e-05,0.0014105642256902,0.0108990953750839,0.0022995400919816,0.0002001096500827,3.44223376875956e-05,0.0002999209588305,2.22018658448056e-16,2.21965928230017e-16,0.0018999232431009,0.0004449630680653,0.0011600900809947,0.0005729919781123,2.22316174951589e-16,0.0005050661636674,0.0120994671394672,7.08310764264713e-06,7.69164678157594e-05,0.0014895377964217,2.22028033259479e-16,9.5093478489245e-05,0.0127083493855463,0.000284861357977,2.22101638151651e-16,6.82967941484826e-05,2.22102078115101e-16,9.1257108835595e-05,0.009793604046289,0.0,0.0001230166195453,0.0014493928493354,0.0001289843928884,0.0174025499956509,8.25853493590237e-05,0.0009544979340866,0.00237976226175,0.0013705989517419,2.2190656113858098e-16,9.46672735235429e-05,0.0146963699966108,0.0011202330084657,0.0023790460025529,0.0030103913508756,0.0031704216660815,0.000207018962937,0.0009041965723348,3.0706548171397497e-18,3.1507980183681e-07,0.0182962547566513,0.0025,2.38957255326167e-05,0.709388063646337,0.0405268287606395,4.19000963702217e-05,0.0045388380574572,0.13396717804138,0.0004472915893871,0.0008281370566827,9.91189753308686e-05,0.0054589087532224,0.000223114680946,0.0027288236041442,0.0006336835701092,0.0002050902189822,0.0,3.989000000015961e-09
TC>AT,5.88104347354349e-06,0.000440012708007,0.0099739895958383,0.0412965723844921,0.0126974605078984,0.0007474095430591,0.0006133980523981,0.0014096285065034,0.0037303134955461,0.0001909706859996,0.0318987112920638,0.0272977342880541,0.670052029540091,0.0815988576159932,4.73673652036494e-05,0.0023503078903336,0.0354984366488499,0.151066278819169,0.0080517238740814,0.00924713061537,0.0002880363674717,0.0025698237614864,0.122080206695799,0.001379328680731,0.0009044138778787,2.21989579809124e-16,0.0003961820852863,0.0002401502864094,0.0228083934888039,0.0245961875909234,0.0014001891655562,0.0098058923117106,0.000556932611154,0.0411060232655891,0.0006648820499243,0.0044876395016221,0.0096390370601976,0.0128055960454719,3.1986531335291e-05,0.015294712617848,0.207948636686738,0.0024405076255861,0.0277888566684759,0.0065508516107093,0.0241032057263616,0.0059005404895088,0.0273059363105539,6.52139068656391e-18,0.0166042054301303,0.0619873111973979,0.003,0.0001919656611825,0.0001871023524708,0.0087557963371752,0.0018500042550097,0.0003699053042421,0.0609850586606281,0.0008715681752934,0.0072011917972415,0.0040607773949881,0.401919655457035,0.0061931832962142,0.0146936655607767,0.0038280884440354,0.000406178677594,0.0012037792659951,0.0020574923910082
AC>GA,0.0018603300783658,2.23006440649012e-16,0.0197078831532613,0.0068894281774612,0.0100979804039192,0.0004712582259449,6.49421429047951e-05,8.55774469196388e-06,0.0011200941327109,0.0011798188977991,0.0043298250750669,0.0048395983133399,2.23017317294687e-16,0.0003049957300597,0.0001702421159539,0.0012201598409391,0.0038698295727056,2.22097443032156e-16,0.0001130241984808,0.0017394602454858,0.001010127538703,0.0001459899880066,0.0017311373572437,0.0031884481822696,0.0087740151648197,1.68992067512351e-05,0.0016607632868066,5.7435943499596e-18,0.0033412295724826,0.0080287555428908,0.0004270576954946,0.0013194472835329,0.0001539813682544,0.0031404601716289,0.0010698102156677,0.0083156259807341,0.0019898012188582,0.001410616439384,0.0007616792774216,0.0035787628216925,0.0018395456322288,0.0343071358842639,0.0026889217423813,0.0473061497994739,0.0122016228158345,0.0053304882727257,0.0004060882835928,0.0003610769996701,0.003180805618543,0.0031093635132888,0.0012,0.0010298157865521,0.0001981083732044,0.0002881907822978,0.0038500088550203,0.0039589864994561,0.0017295762538178,0.0070345858465133,0.0015502565674617,0.0028505457083045,0.0004179164576642,0.0154079196707107,0.0205911231668028,0.0029385326437243,0.0003771659149088,0.0067580774849729,0.0072349271300289
AC>GC,0.0012202165030141,0.0001330038412839,0.0117046818727491,0.0028397642995631,0.0056988602279544,0.0002891584443695,2.16140259898856e-05,0.0001889502040632,0.0003190268110131,0.0025496086350745,0.0029498808248146,0.0019598373335013,2.43018870415287e-05,0.0001339981240262,0.0002904130213331,0.0006420841130188,0.0009509581198044,5.78253703029667e-06,0.0002690576052332,0.002009376490475,0.0005690718510119,4.33970238321055e-05,0.0025917027487059,0.0017891292308033,0.001510691322563,0.0007189662517241,0.0001950896632092,4.08255486896083e-05,0.003671351057189,0.0016397458393948,0.0003780510747001,0.0017692588574646,0.0002239728992791,0.0026303854303771,0.0004669171688942,0.0031583387138365,0.0020297972232574,0.0013005683483682,0.0011295243877774,0.0045484276085757,0.0016695876118598,0.0112023300846576,0.0015793666739637,0.0225029253802994,0.0086811545935609,0.0031602894825166,0.0005061100283201,3.13066761486887e-05,0.0002330590280253,0.0019296050098544,0.0015,0.0006168896507792,0.0001140623966934,0.0001350894292021,0.0011000025300058,0.0045388380574572,0.0015196276912156,0.0054635616958695,0.0004960821015877,0.0001680321680684,0.0001659668229001,0.0031316096473587,0.0017392502092348,0.0024387821941113,0.0005882587744466,0.0108119568589568,0.0025513554080102
AC>GG,0.000115020408071,1.52004390038788e-05,0.0002531012404961,0.0012798937688171,0.0017196560687862,2.22121711591867e-16,5.08329870502865e-05,0.0005048669473646,2.22018658448056e-16,0.0009058609503441,0.0002859884460667,0.0013598871293682,2.23017317294687e-16,2.21996892043511e-16,5.96848830050213e-05,7.510983938896e-05,0.000263988373952,3.91171622637716e-05,3.07065742775528e-05,0.000846737257429,0.0001520191939434,2.22984707708745e-16,0.0019212622693109,0.0006157003386451,0.0004692147220411,2.21989579809124e-16,0.000231106216417,2.8617909130460697e-18,0.0009203386846359,0.0,6.83092285767807e-05,0.0,2.2197314124990799e-16,0.0008961313101208,0.0001309767647219,0.0029984228295916,0.0011298871242762,0.0002531106093362,2.2190656113858098e-16,0.0003458804291356,0.0004998765304969,0.0053511130315105,0.0006357450662284,0.0136017682298699,0.0022502992898055,0.0012101108461535,1.77038488167328e-05,0.0044309448989997,3.14079548497646e-05,0.0002699447423112,0.0,0.0003279413378534,8.03439513551493e-05,0.0002041351374609,0.0008270019021043,0.0019694958090728,0.0008177996390884,0.0025116373363795,0.0017002813965709,0.000510097653065,0.0004279144590438,0.0027714245121992,0.0016892717549464,0.0008295857463575,0.0002761214655565,4.59865229998161e-05,0.0004221967360016
AC>GT,0.0011402023060951,9.12026340232729e-05,0.017406962785114,0.0035497053744539,0.0100979804039192,0.0002541392556051,9.56620779922714e-05,0.0002849249108889,0.0019301622108322,0.0029095533835556,0.0057097693253192,0.0064094680141548,2.23017317294687e-16,2.21996892043511e-16,0.0005357619531491,0.001440188664715,0.0039998238477577,0.0002040895422457,0.0003250695974008,0.0114964326569466,1.96024750084946e-05,0.0003189781244802,0.0040826823222857,0.0021389589686699,0.0044220236064427,6.18970945503817e-05,6.20285083024157e-05,5.6135129448211395e-18,0.0028510491861004,0.0034294684323929,0.0007280983660892,0.0013194472835329,8.32899219194476e-05,0.0024903649131707,0.000730870343601,0.0037780127652854,0.0017498251924632,0.0013005683483682,0.0020291455815825,0.0094767238965489,0.0019095283464984,0.0188039112135324,0.0024390219521971,0.0434056427335554,0.0146019420582938,0.0082707576013962,0.0004310937197746,0.0003540755066017,0.0032908334858511,0.0014297073389077,0.0022,0.0017196923814268,0.0006863754748397,0.000176116589182,0.0019700045310104,0.0008997696589673,0.0017095811526176,0.0030419830687625,0.0051808574319043,0.0012702431752795,0.0001229754169681,0.0050726073201625,0.0020291252441072,0.0038280884440354,0.000250110023149,0.0295942163578816,0.0130197605860521
CC>GA,2.41042768218364e-05,2.23006440649012e-16,0.0193077230892357,0.0078293501639363,0.0069586082783443,4.11225330920077e-05,2.23144805358541e-16,0.0004578793304812,0.000206017313695,0.0013197974110974,0.0049997980081604,0.0008929258871513,4.57035488805704e-05,2.98995814058602e-05,0.0002613717191998,0.0013401755629987,0.0056097529464802,8.55375287353573e-05,8.36179025929452e-05,0.0035488987767095,0.0005530698305968,0.0001939866963923,0.0006134030057747,0.0017691389600681,7.69352070894682e-05,1.96990753254042e-05,0.0010504828018957,0.0001741089576468,0.0026109608335867,0.0071988841729531,0.0003640491830446,0.0047280194326596,1.43982578108049e-05,0.00329048215435,0.0012697747419607,0.0020489222668876,0.0011498851264758,0.0015006557865787,0.0001189499134031,0.0038586660591433,0.0012396937956324,0.0004420919551266,0.0016893225816447,0.0288037444867833,0.0075610056137466,0.0020801905454539,0.0042609263253831,2.0904457875642e-05,5.3613578979216e-05,0.0014297073389077,0.0005,0.0009558290213046,9.93543508040639e-05,0.0002161430867234,6.5600150880347e-05,0.0028492705867298,0.0011797109708121,0.0027217743246822,0.0011301870459559,0.0029405629411983,0.0002039592281423,0.0008884566667266,0.000793657854099,0.00207896187039,4.71207283612854e-05,7.11703299997153e-06,0.0012239450470049
CC>GC,7.68136290422007e-05,0.0003510101375237,0.0141056422569028,0.0068694298373235,0.0090681863627274,3.72203949153939e-05,0.0001310850650312,0.0009597470682576,0.002260189946363,0.0002859561057377,0.0054597794249112,0.0015398721906081,2.23017317294687e-16,2.21996892043511e-16,0.0001772520854343,0.0008911167362924,0.0006479714633367,7.86345001005741e-05,1.70036404794266e-05,0.0045385916750032,0.0002350296748467,4.65968043911548e-05,0.002261485796168,0.0018091195015386,4.3820052932623e-06,0.0002729871859814,0.0007853609518934,0.00025515967931,0.0052219216671735,0.0045992871104978,0.0003220435080779,0.0012594724070087,7.54908656052616e-05,0.0063409291363463,0.0007928593467518,0.0018590221543468,0.0008239176906227,0.0004101792483315,0.0001179503342988,0.0062978228426433,0.0013696616935616,0.0003130651175444,0.001259494942528,0.0377049016372128,0.0093512437154141,0.0012001099300695,0.0066214395009475,0.0002120452186428,2.49063081451955e-05,0.0007998362735148,0.0003,0.0002369576130221,0.0001220667754088,0.0002561695842647,0.0002890006647015,0.0001199692878623,0.0008347954751085,0.0060339335212625,0.0008831461606894,0.0028605476230704,0.0002249550310393,0.0028714759386324,0.0012794484297819,0.0017291365556609,0.0001420624931486,0.0034407860119862,0.0002101788600008
