Sample	SBS1	SBS29	SBS18	SBS40	SBS20	SBS15	SBS10b	SBS28	SBS6	SBS13	SBS4	SBS17a	SBS17b	SBS5	SBS2
TCGA-NJ-A4YP-01A-11D-A25L-08	0	0	0	0	0	0	0	0	0	184	0	0	0	257	239
H2009	0	0	0	0	0	0	0	0	0	69	54	0	0	120	47
H322T	0	0	0	0	0	0	0	0	0	41	55	0	0	79	22
LC_S15	0	0	0	0	0	0	0	0	0	24	70	0	0	29	21
LUAD-B00915	0	0	0	0	0	0	0	0	0	25	332	0	0	134	36
LUAD-CHTN-3090416	0	0	0	0	0	0	0	0	0	36	0	0	0	124	30
LUAD-D02185	0	0	0	0	0	0	0	0	0	17	191	0	0	185	27
LUAD-E00443	0	0	0	0	0	0	0	0	0	22	279	0	0	161	0
LUAD-E00918	0	0	0	0	0	0	0	0	0	35	240	0	0	166	47
LUAD-F00057	0	0	0	0	0	0	0	0	0	41	104	0	0	95	10
LUAD-F00089	0	0	0	0	0	0	0	0	0	11	169	0	0	122	16
LUAD-LC15C	0	0	0	0	0	0	0	0	0	43	144	0	0	166	35
LUAD-NYU184	0	0	0	0	0	0	0	0	0	12	187	0	0	49	0
LUAD-NYU847	0	0	0	0	0	0	0	0	0	24	231	0	0	148	0
LUAD-QCHM7	0	0	0	0	0	0	0	0	0	100	0	0	0	26	76
LUAD-QJN9L	0	0	0	0	0	0	0	0	0	31	0	0	0	39	13
LUAD-RT-S01699	0	0	0	0	0	0	0	0	0	41	210	0	0	194	16
LUAD-RT-S01769	0	0	0	0	0	0	0	0	0	110	0	0	0	154	74
LUAD-RT-S01818	0	0	0	0	0	0	0	0	0	75	132	0	0	105	76
LUAD-RT-S01856	0	0	0	0	0	0	0	0	0	20	0	0	0	25	17
LUAD-S01304	0	0	0	0	0	0	0	0	0	47	0	0	0	61	17
LUAD-VUMN6	0	0	0	0	0	0	0	0	0	47	150	0	0	81	52
LUAD-YINHD	0	0	0	0	0	0	0	0	0	907	1452	0	0	434	475
TCGA-05-4415-01A-22D-1855-08	0	0	0	0	0	0	0	0	0	0	161	0	0	82	0
TCGA-05-4417-01A-22D-1855-08	0	0	0	0	0	0	0	0	0	0	255	0	0	109	0
TCGA-05-4427-01A-21D-1855-08	0	0	0	0	0	0	0	0	0	0	793	0	0	461	0
TCGA-05-4430-01A-02D-1265-08	0	0	0	0	0	0	0	0	0	0	236	0	0	118	0
TCGA-05-4432-01A-01D-1265-08	0	0	0	0	0	0	0	0	0	0	408	0	0	332	0
TCGA-17-Z001-01A-01W-0746-08	0	0	0	0	0	0	0	0	0	0	156	0	0	96	11
TCGA-17-Z018-01A-01W-0746-08	0	0	0	0	0	0	0	0	0	0	248	0	0	67	0
TCGA-17-Z025-01A-01W-0746-08	0	0	0	0	0	0	0	0	0	0	171	0	0	120	0
TCGA-17-Z030-01A-01W-0746-08	0	0	0	0	0	0	0	0	0	0	487	0	0	200	0
TCGA-17-Z042-01A-01W-0746-08	0	0	0	0	0	0	0	0	0	0	393	0	0	174	0
TCGA-17-Z062-01A-01W-0747-08	0	0	0	0	0	0	0	0	0	0	373	0	0	194	0
TCGA-35-4123-01A-01D-1105-08	0	0	0	0	0	0	0	0	0	0	243	0	0	115	0
TCGA-38-4631-01A-01D-1753-08	0	0	0	0	0	0	0	0	0	0	645	0	0	264	0
TCGA-38-4632-01A-01D-1753-08	0	0	0	0	0	0	0	0	0	0	361	0	0	284	0
TCGA-44-2655-01A-01D-1553-08	0	0	0	0	0	0	0	0	0	0	161	0	0	64	0
TCGA-44-6774-01A-21D-1855-08	0	0	0	0	0	0	0	0	0	0	291	0	0	80	0
TCGA-44-6776-01A-11D-1855-08	0	0	0	0	0	0	0	0	0	0	163	0	0	92	0
TCGA-44-6778-01A-11D-1855-08	0	0	0	0	0	0	0	0	0	0	284	0	0	202	0
TCGA-44-7669-01A-21D-2063-08	0	0	0	0	0	0	0	0	0	0	284	0	0	258	0
TCGA-44-8120-01A-11D-2238-08	0	0	0	0	0	0	0	0	0	0	506	0	0	212	0
TCGA-44-A479-01A-31D-A24D-08	0	0	0	0	0	0	0	0	0	0	258	0	0	99	0
TCGA-49-6744-01A-11D-1855-08	0	0	0	0	0	0	0	0	0	0	197	0	0	92	0
TCGA-49-AAR2-01A-11D-A397-08	0	0	0	0	0	0	0	0	0	0	334	0	0	117	0
TCGA-49-AARO-01A-12D-A410-08	0	0	0	0	0	0	0	0	0	0	584	0	0	120	0
TCGA-50-5045-01A-01D-1625-08	0	0	0	0	0	0	0	0	0	0	297	0	0	60	0
TCGA-50-5049-01A-01D-1625-08	0	0	0	0	0	0	0	0	0	0	687	0	0	299	0
TCGA-50-6593-01A-11D-1753-08	0	0	0	0	0	0	0	0	0	0	212	0	0	163	0
TCGA-50-7109-01A-11D-2036-08	0	0	0	0	0	0	0	0	0	0	166	0	0	132	0
TCGA-53-A4EZ-01A-12D-A24P-08	0	0	0	0	0	0	0	0	0	0	401	0	0	231	0
TCGA-55-1595-01A-01D-0969-08	0	0	0	0	0	0	0	0	0	0	272	0	0	137	0
TCGA-55-6642-01A-11D-1855-08	0	0	0	0	0	0	0	0	0	0	100	0	0	45	0
TCGA-55-6969-01A-11D-1945-08	0	0	0	0	0	0	0	0	0	0	349	0	0	202	0
TCGA-55-6970-01A-11D-1945-08	0	0	0	0	0	0	0	0	0	0	133	0	0	83	0
TCGA-55-6985-01A-11D-1945-08	0	0	0	0	0	0	0	0	0	0	406	0	0	183	0
TCGA-55-7994-01A-11D-2184-08	0	0	0	0	0	0	0	0	0	0	1211	0	0	613	0
TCGA-55-8299-01A-11D-2284-08	0	0	0	0	0	0	0	0	0	0	149	0	0	111	0
TCGA-55-8302-01A-11D-2323-08	0	0	0	0	0	0	0	0	0	0	561	0	0	260	0
TCGA-55-A4DG-01A-11D-A24D-08	0	0	0	0	0	0	0	0	0	0	554	0	0	229	0
TCGA-67-3770-01A-01D-0969-08	0	0	0	0	0	0	0	0	0	0	151	0	0	108	0
TCGA-67-4679-01B-01D-1753-08	0	0	0	0	0	0	0	0	0	0	207	0	0	136	0
TCGA-73-4668-01A-01D-1265-08	0	0	0	0	0	0	0	0	0	0	402	0	0	218	0
TCGA-73-4677-01A-01D-1265-08	0	0	0	0	0	0	0	0	0	0	185	0	0	110	0
TCGA-75-5146-01A-01D-1625-08	0	0	0	0	0	0	0	0	0	0	170	0	0	69	0
TCGA-75-7027-01A-11D-1945-08	0	0	0	0	0	0	0	0	0	0	187	0	0	106	0
TCGA-86-8054-01A-11D-2238-08	0	0	0	0	0	0	0	0	0	0	148	0	0	96	11
TCGA-86-8279-01A-11D-2284-08	0	0	0	0	0	0	0	0	0	0	409	0	0	191	0
TCGA-91-6831-01A-11D-1855-08	0	0	0	0	0	0	0	0	0	0	147	0	0	192	0
TCGA-95-7039-01A-11D-1945-08	0	0	0	0	0	0	0	0	0	0	1073	0	0	491	0
TCGA-97-A4M7-01A-11D-A24P-08	0	0	0	0	0	0	0	0	0	0	268	0	0	96	0
TCGA-99-7458-01A-11D-2036-08	0	0	0	0	0	0	0	0	0	0	373	0	0	207	0
TCGA-99-8028-01A-11D-2238-08	0	0	0	0	0	0	0	0	0	0	400	0	0	137	0
TCGA-L4-A4E5-01A-11D-A24P-08	0	0	0	0	0	0	0	0	0	0	290	0	0	113	0
TCGA-L9-A444-01A-21D-A24D-08	0	0	0	0	0	0	0	0	0	0	463	0	0	192	0
TCGA-L9-A5IP-01A-21D-A397-08	0	0	0	0	0	0	0	0	0	0	224	0	0	121	0
TCGA-MP-A4TC-01A-11D-A24P-08	0	0	0	0	0	0	0	0	0	0	206	0	0	74	19
TCGA-MP-A4TF-01A-11D-A25L-08	0	0	0	0	0	0	0	0	0	0	330	0	0	197	0
TCGA-NJ-A4YF-01A-12D-A25L-08	0	0	0	0	0	0	0	0	0	0	561	0	0	196	0
TCGA-NJ-A4YI-01A-11D-A25L-08	0	0	0	0	0	0	0	0	0	0	327	0	0	189	0
TCGA-NJ-A4YQ-01A-11D-A25L-08	0	0	0	0	0	0	0	0	0	0	970	0	0	379	0
259091	0	0	0	0	0	0	0	0	0	0	123	0	0	43	0
LC_C21	0	0	0	0	0	0	0	0	0	0	181	0	0	44	0
LC_C9	0	0	0	0	0	0	0	0	0	0	266	0	0	54	0
LC_S11	0	0	0	0	0	0	0	0	0	0	143	0	0	97	0
LUAD-B01811	0	0	0	0	0	0	0	0	0	0	771	0	0	308	0
LUAD-CHTN-MAD06-00678	0	0	0	0	0	0	0	0	0	0	217	0	0	111	0
LUAD-D01751	0	0	0	0	0	0	0	0	0	0	123	0	0	115	0
LUAD-NYU1051S	0	0	0	0	0	0	0	0	0	0	317	0	0	233	0
LUAD-NYU1219	0	0	0	0	0	0	0	0	0	0	355	0	0	164	0
LUAD-NYU259	0	0	0	0	0	0	0	0	0	0	270	0	0	116	0
LUAD-NYU408	0	0	0	0	0	0	0	0	0	0	428	0	0	270	0
LUAD-RT-S01700	0	0	0	0	0	0	0	0	0	0	157	0	0	76	0
LUAD-RT-S01703	0	0	0	0	0	0	0	0	0	0	147	0	0	52	0
LUAD-RT-S01813	0	0	0	0	0	0	0	0	0	0	424	0	0	174	0
LUAD-S00484	0	0	0	0	0	0	0	0	0	0	229	0	0	131	15
LUAD-YKER9	0	0	0	0	0	0	0	0	0	0	155	0	0	123	11
TCGA-53-7626-01A-12D-2063-08	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0
TCGA-55-6971-01A-11D-1945-08	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
TCGA-55-6978-01A-11D-1945-08	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
TCGA-55-6979-01A-11D-1945-08	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
TCGA-78-7633-01A-11D-2063-08	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0
TCGA-80-5608-01A-31D-1945-08	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0
TCGA-86-7701-01A-11D-2167-08	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
