Sample	SBS1	SBS24	SBS29	SBS22	SBS3	SBS18	SBS31	SBS26	SBS40	SBS9	SBS19	SBS28	SBS6	SBS30	SBS14	SBS12	SBS4	SBS17a	SBS17b	SBS35	SBS16	SBS5
SP98875	0	0	1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9886
SP98893	0	0	2130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9792
SP99269	0	0	1352	0	0	0	0	0	0	0	0	0	0	0	0	1584	0	0	0	0	0	7604
SP99271	0	0	888	0	0	0	0	0	0	0	0	0	0	0	0	1745	0	0	0	0	0	6797
SP107063	0	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5256
SP107073	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	536	0	0	0	0	0	2444
SP98898	0	0	1981	0	0	0	0	0	0	0	0	0	0	0	0	4102	0	0	0	0	0	8510
SP107101	0	0	2802	0	0	0	0	0	0	0	0	0	0	0	0	2393	0	0	0	0	0	17077
SP107104	0	0	1472	0	0	0	0	0	0	0	0	0	0	0	0	2124	0	0	0	0	0	8095
SP107132	0	0	3441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4154
SP98915	0	0	858	0	0	0	0	0	0	0	0	0	0	0	0	1341	0	0	0	0	0	5966
SP107155	0	0	1205	0	0	0	0	0	0	0	0	0	0	0	0	1461	0	0	0	0	732	5541
SP112125	0	0	1721	0	0	0	0	0	0	0	0	0	0	0	0	5571	0	0	0	0	0	7332
SP98927	0	0	1793	0	0	0	0	0	0	0	0	0	0	0	0	3285	0	0	0	0	1288	9128
SP98937	0	0	740	0	0	0	0	0	0	0	0	0	0	0	0	1655	0	0	0	0	607	3697
SP112180	0	0	1887	0	0	0	0	0	0	0	0	0	0	0	0	2255	0	0	0	0	0	7704
SP112208	0	0	1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1495	10178
SP98973	0	0	4339	4228	0	0	0	0	0	0	0	0	0	0	0	3994	0	0	0	0	0	15664
SP112215	0	0	1882	0	0	0	0	0	0	0	0	0	0	0	0	4241	0	0	0	0	0	8789
SP98985	0	0	1186	0	0	0	0	0	0	0	0	0	0	0	0	3157	0	0	0	0	0	7815
SP112241	0	0	1569	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	7564
SP112252	0	0	1850	0	0	0	0	0	0	0	0	0	0	0	0	1894	0	0	0	0	0	12188
SP112261	0	0	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5965
SP99011	0	0	3190	0	0	0	0	0	0	0	0	0	0	0	0	4224	0	0	0	0	0	14880
SP112273	0	0	2171	0	0	0	0	0	0	0	0	0	0	0	0	3867	0	0	0	0	0	15428
SP112274	0	0	728	0	0	0	0	0	0	0	0	0	0	0	0	1346	0	0	0	0	0	5612
SP112290	0	0	1906	1071	0	0	0	0	0	0	0	0	0	0	0	3765	0	0	0	0	0	9761
SP99037	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3950
SP99041	0	0	1509	0	0	0	0	0	0	0	0	0	0	0	0	2359	0	0	0	0	0	7499
SP99045	0	0	1463	0	0	0	0	0	0	0	0	0	0	0	0	2143	0	0	0	0	0	9668
SP112304	0	0	1300	0	0	0	0	0	0	0	0	0	0	0	0	2124	0	0	0	0	0	8072
SP50107	0	0	2617	0	0	0	0	0	0	0	0	0	0	0	0	2462	0	0	0	0	1659	10973
SP99053	0	0	739	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7735
SP99093	0	0	2298	0	0	0	0	0	0	0	0	0	0	0	0	4776	0	0	0	0	0	13244
SP106998	0	0	2855	0	0	0	0	0	0	0	0	0	0	0	0	2830	0	0	0	0	0	9978
SP99117	0	0	1908	0	0	0	0	0	0	0	0	0	0	0	0	3559	0	0	0	0	0	8531
SP107007	0	0	2104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12816
SP99125	0	0	1428	0	0	0	0	0	0	0	0	0	0	0	0	2017	0	0	0	0	0	9266
SP50125	0	0	2116	0	0	0	0	0	0	0	0	0	0	0	0	1564	0	0	0	0	0	8762
SP99169	0	0	877	0	0	0	0	0	0	0	0	0	0	0	0	2143	0	0	0	0	0	3879
SP50139	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6053
SP107010	0	0	1783	0	0	0	0	0	0	0	0	0	0	0	0	2369	0	0	0	0	0	9722
SP99189	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6915
SP50149	0	0	1727	0	0	0	0	0	0	0	0	0	0	0	0	2865	0	0	0	0	0	7810
SP50151	0	0	1228	0	0	0	0	0	0	0	0	0	0	0	0	1521	0	0	0	0	0	7769
SP50155	0	0	2541	0	0	0	0	0	0	0	0	0	0	0	0	4426	0	0	0	0	0	11805
SP50161	0	0	2168	0	0	0	0	0	0	0	0	0	0	0	0	3434	0	0	0	0	0	12107
SP50165	0	0	1572	0	0	0	0	0	0	0	0	0	0	0	0	2705	0	0	0	0	0	8996
SP107032	0	0	599	0	0	0	0	0	0	0	0	0	0	0	0	1247	0	0	0	0	0	3208
SP50169	0	0	1852	2288	0	0	0	0	0	0	0	0	0	0	0	3864	0	0	0	0	0	9858
SP50173	0	0	1287	0	0	0	0	0	0	0	0	0	0	0	0	1826	0	0	0	0	0	7261
SP50181	0	0	1331	0	0	0	0	0	0	0	0	0	0	0	0	2008	0	0	0	0	0	7041
SP99253	0	0	1435	0	0	0	0	0	0	0	0	0	0	0	0	1964	0	0	0	0	0	8534
HCC110T	0	0	269	0	346	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154
HCC116T	0	0	1944	0	0	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1330
HCC118T	0	0	1487	0	0	968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760
HCC121T	0	0	1946	0	0	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770
HCC122T	0	0	1952	0	0	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1754
Sample084	0	0	6881	2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5798
sample039	0	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2394
sample260	0	0	497	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1600
sample30	0	0	188	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1522
sample92	0	0	1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4808
RK018	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	915
SP97775	0	0	0	7429	0	0	0	0	0	0	0	0	0	0	0	5688	9351	0	0	0	0	13579
SP106631	0	0	0	2581	0	0	0	0	0	0	0	0	0	0	0	2503	2876	0	0	0	0	11014
SP98289	0	0	0	18357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11524
SP50109	0	0	0	1480	0	0	0	0	0	0	0	0	0	0	0	0	1202	0	0	0	1337	7567
mod_sample114	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673
mod_sample122	0	0	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2042
mod_sample145	0	0	0	1121	0	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2777
mod_sample41	0	0	0	47033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4743
mod_sample43	0	0	0	844	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2968
mod_sample81	0	0	0	2491	0	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3331
sample108	0	0	0	377	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1380
sample14	0	0	0	534	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2384
sample177	0	0	0	1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	5680
sample198	0	0	0	677	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1992
sample261	0	0	0	961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	3412
sample267	0	0	0	1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2335
sample64	0	0	0	234	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622
sample79	0	0	0	893	0	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2160
mod_sample11	0	0	0	0	2054	0	0	0	0	0	0	0	0	0	0	643	0	0	0	0	0	3051
sample172	0	0	0	0	1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1712
sample193	0	0	0	0	774	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1349
sample32	0	0	0	0	2744	1885	0	0	0	0	0	0	0	0	0	904	0	0	0	930	0	2426
sample36	0	0	0	0	1665	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1975
sample46	0	0	0	0	3181	931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1689
sample60	0	0	0	0	1614	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	730	0	3132
sample98	0	0	0	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102
RK165_C01	0	0	0	0	0	1012	0	0	0	0	0	0	0	0	0	2920	0	0	0	0	0	6461
RK182_C01	0	0	0	0	0	933	0	0	0	0	0	0	0	0	0	2313	0	0	0	0	0	5588
mod_sample58	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200
sample26	0	0	0	0	0	946	0	0	0	0	0	0	0	0	0	0	0	0	0	888	0	4017
sample266	0	0	0	0	0	1060	0	0	0	0	0	0	0	0	0	0	0	0	0	1120	0	3898
sample273	0	0	0	0	0	1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5105
sample276	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	3514
sample38	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	2241
SP112186	0	0	0	0	0	0	2960	0	0	0	0	0	0	0	730	0	0	0	0	0	0	8085
SP98078	0	0	0	0	0	0	0	0	3669	0	0	0	0	0	0	0	2014	0	0	0	0	9731
SP112141	0	0	0	0	0	0	0	0	0	0	3015	0	0	0	0	4753	0	0	0	0	0	13138
SP98843	0	0	0	0	0	0	0	0	0	0	0	0	0	1689	0	0	0	0	0	0	0	8096
SP98879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1478	2438	0	0	0	0	9547
SP98873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3271	1843	0	0	0	0	8302
SP107047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2627	4295	0	0	0	0	9176
SP99261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1567	0	0	0	0	0	11577
SP107056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5763	0	0	0	0	0	14870
SP98896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4720	3468	0	0	0	0	14721
SP98902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3055	2478	0	0	0	0	11239
SP107119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3082	0	0	0	0	0	10681
SP98909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3503	3396	0	0	0	0	13229
SP98907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5245	4370	0	0	0	0	12158
SP98949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2508	3849	0	0	0	0	11787
SP112190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3726	4886	0	0	0	1911	11892
SP112192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4827	0	0	0	0	0	12404
SP112194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3906	0	0	0	0	0	10737
SP112201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1554	0	0	0	0	0	5358
SP98975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1726	0	0	0	0	0	8873
SP112219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3715	0	0	0	0	0	14869
SP112221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1131	1814	0	0	0	0	5459
SP50099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3413	0	0	0	0	0	12297
SP112051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3102	3080	0	0	0	0	11738
SP98997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8474	6976	0	0	0	0	15336
SP50105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2075	2538	0	0	0	0	7903
SP112283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1158	0	0	0	0	1476	6457
SP99025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3900	0	0	0	0	0	8839
SP99049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2265	2465	0	0	0	1397	9816
SP99069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2590	2545	0	0	0	0	9136
SP99073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1480	0	0	0	0	1055	8180
SP50115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1476	0	0	0	0	0	11908
SP107004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3648	0	0	0	0	0	12474
SP50119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5420	0	0	0	0	0	11629
SP99173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4740	3732	0	0	0	0	10461
SP50147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1641	3205	0	0	0	0	11115
SP50153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5731	0	0	0	0	0	11740
SP107025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2321	0	0	0	0	1573	9171
RK093_C01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	347
sample274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	0	0	0	0	534	2809
SP49187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2816	0	0	0	0	8064
SP98164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3822	0	0	0	0	12710
SP98053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2757	0	0	0	0	10048
SP98297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3191	0	0	0	0	11300
SP115498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5625	0	0	0	0	13786
SP49114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8661	0	0	0	0	14865
SP49286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2585	0	0	0	0	7683
SP112178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3072	0	0	0	1591	12276
SP112268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5644	0	0	0	0	13467
SP106993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4838	0	0	0	0	13054
SP99181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2483	0	0	0	1057	7983
SP107037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2090	0	0	0	0	10228
Sample034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3021	0	4511
SP112133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2685	12497
SP99205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948	8568
sample105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	4042
SP112196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12193
SP50183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20347
sample262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1150
sample73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2080
sample87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2667
