Sample	SBS1	SBS34	SBS3	SBS21	SBS18	SBS26	SBS40	SBS9	SBS37	SBS30	SBS13	SBS17a	SBS17b	SBS8	SBS41	SBS44	SBS5	SBS39	SBS2
PD9593a	201	0	0	0	248	0	0	0	0	113	0	0	0	0	0	0	1045	0	0
PD9595a	573	0	6753	0	0	0	0	0	0	0	263	0	0	0	0	0	1754	0	187
PD9597a	222	0	0	0	0	0	0	0	0	0	868	0	0	0	0	0	740	0	1071
PD9600a	283	110	682	0	143	0	0	0	0	0	0	0	0	0	0	0	791	0	0
PD9604a	1051	0	0	0	0	5713	0	0	0	0	304	0	0	0	0	1330	2038	0	214
PD9606a	239	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0
PD9608a	218	0	502	0	0	0	0	0	0	0	73	0	0	0	0	0	646	0	31
PD9694a	395	0	476	0	240	0	0	0	0	166	0	0	0	0	0	0	427	0	0
PD9696a	283	0	4145	0	0	0	0	0	0	0	624	0	0	0	0	0	504	0	207
PD9702a	323	0	5355	0	0	0	0	0	0	0	1049	0	0	0	0	0	811	0	218
PD9752a	561	0	888	0	295	0	0	0	0	0	296	0	0	0	0	0	1099	0	315
PD9754a	342	0	471	0	232	0	0	0	0	0	11	0	0	0	0	0	773	0	56
PD9755a	256	0	441	0	0	0	0	0	0	158	12	0	0	0	0	0	757	0	72
PD9756a	271	0	0	0	0	0	0	0	0	0	1106	0	0	0	0	0	1632	0	1185
PD9757a	220	0	0	0	243	0	0	0	0	0	42	0	0	0	0	0	994	0	72
PD9759a	330	0	457	0	185	0	0	0	0	163	21	0	0	0	0	0	920	0	100
PD9760a	600	0	1685	0	0	0	0	0	0	0	595	0	0	0	0	0	1509	0	573
PD9761a	350	0	0	0	335	0	0	0	0	132	25	0	0	0	0	0	1173	0	76
PD9842a	327	117	0	0	268	0	0	0	0	225	128	0	0	0	0	0	2050	0	43
PD9843a	207	0	403	0	256	0	0	0	0	0	0	0	0	0	0	0	1126	0	0
PD9844a	50	0	123	0	92	0	0	0	0	47	0	0	0	0	0	0	187	0	0
PD9845a	237	0	835	0	0	0	0	0	0	0	129	0	0	0	0	0	1672	0	242
PD9847a	234	0	611	0	184	0	0	0	0	0	0	0	0	0	0	0	1182	0	0
PD4261a	211	55	556	0	0	0	0	0	0	0	0	0	0	0	0	0	1117	0	0
PD4826a	252	209	0	0	486	0	0	0	0	0	550	0	0	0	0	0	1956	0	475
PD4833a	222	0	5009	0	0	0	0	0	0	0	402	0	0	0	0	0	1069	0	209
PD4841a	390	0	4571	0	0	0	0	0	0	0	253	0	0	0	0	0	1708	0	184
PD4847a	417	686	2613	0	2159	0	0	0	0	0	0	155	320	0	0	0	5033	0	0
PD4951a	136	0	1846	0	0	0	0	0	0	0	193	0	0	0	0	0	620	0	113
PD4952a	569	0	7762	0	0	0	0	0	0	0	750	0	0	0	0	0	2173	0	671
PD4955a	207	0	3383	0	663	0	0	0	0	0	293	0	0	0	0	0	1201	0	305
PD4957a	164	0	1593	0	0	0	0	0	0	0	252	0	0	0	0	0	758	0	151
PD4958a	247	0	5299	0	0	0	0	0	0	0	616	0	0	0	0	0	1505	0	468
PD4966a	127	0	0	0	113	0	0	0	0	0	14	0	0	0	0	0	754	0	29
PD4975a	272	219	4934	0	0	0	0	0	0	0	295	0	0	0	0	0	853	0	172
PD4986a	173	0	573	0	0	0	0	0	0	0	0	0	0	0	0	0	985	0	0
PD5934a	418	0	9920	0	0	0	0	0	0	0	307	0	0	0	0	0	805	0	205
PD5935a	420	0	7148	0	0	0	0	0	0	0	1040	0	0	0	0	0	1558	0	332
PD5951a	600	0	969	0	349	0	0	0	0	0	77	0	0	0	0	0	1444	0	204
PD6041a	184	65	0	0	213	0	0	0	0	0	0	0	0	0	0	0	1150	0	0
PD6045a	143	0	0	0	243	0	0	0	0	0	224	0	0	0	0	0	1123	0	333
PD6410a	246	0	4824	0	0	0	0	0	0	0	677	0	0	0	0	0	1037	0	151
PD6413a	195	0	3176	0	0	0	0	0	0	0	574	0	0	0	0	0	459	0	360
PD7208a	156	0	718	0	218	0	0	0	0	0	238	0	0	0	0	0	601	0	320
PD7217a	378	0	6138	0	0	0	0	0	0	0	1044	0	0	0	0	0	1518	0	757
PD7404a	787	0	6431	0	0	0	0	0	0	0	2128	0	0	0	1093	0	1254	0	804
PD7409a	390	290	2444	0	1104	0	0	0	0	0	501	52	296	0	0	0	1476	0	324
PD7431a	342	0	0	0	408	0	0	0	0	0	1046	0	0	0	0	0	1599	0	537
PD4103a	19	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	181	0	176
